note_id,student_id,matiere_id,semestre_id,type_evaluation,note,coefficient,date_examen,group_id,note_ponderee
NOT009239,STU01161,MAT0003,1,PROJET,9.48,2,2024-04-15,12,18.96
NOT009240,STU01161,MAT0031,3,EXAMEN,8.36,2,2023-04-16,12,16.72
NOT009241,STU01161,MAT0031,3,EXAMEN,14.35,1,2023-04-16,12,14.35
NOT009242,STU01161,MAT0012,3,PROJET,11.8,2,2023-05-16,12,23.6
NOT009243,STU01162,MAT0014,1,CC,11.96,2,2023-05-17,13,23.92
NOT009244,STU01162,MAT0004,3,TP,8.68,1,2023-04-15,13,8.68
NOT009245,STU01162,MAT0012,1,EXAMEN,11.1,3,2023-04-16,13,33.300003
NOT009246,STU01162,MAT0001,1,CC,9.71,1,2023-05-16,13,9.71
NOT009247,STU01162,MAT0002,4,PROJET,13.15,2,2024-05-16,13,26.3
NOT009248,STU01162,MAT0010,3,TP,9.03,1,2024-05-17,13,9.03
NOT009249,STU01163,MAT0032,2,EXAMEN,15.99,1,2024-05-17,12,15.99
NOT009250,STU01163,MAT0033,4,PROJET,6.97,2,2024-04-16,12,13.94
NOT009251,STU01163,MAT0035,4,EXAMEN,9.58,3,2023-05-16,12,28.74
NOT009252,STU01163,MAT0025,1,PROJET,17.03,2,2023-04-16,12,34.06
NOT009253,STU01163,MAT0029,2,TP,10.69,2,2023-05-16,12,21.38
NOT009254,STU01163,MAT0030,3,PROJET,8.06,2,2023-05-16,12,16.12
NOT009255,STU01163,MAT0034,1,TP,12.66,1,2024-04-15,12,12.66
NOT009256,STU01164,MAT0032,4,EXAMEN,10.57,1,2023-04-16,13,10.57
NOT009257,STU01164,MAT0026,4,CC,9.49,2,2024-04-16,13,18.98
NOT009258,STU01164,MAT0011,1,EXAMEN,8.71,2,2024-05-16,13,17.42
NOT009259,STU01164,MAT0008,4,EXAMEN,20.0,3,2023-04-16,13,60.0
NOT009260,STU01164,MAT0010,1,PROJET,11.25,2,2024-04-15,13,22.5
NOT009261,STU01164,MAT0018,1,TP,6.22,2,2024-04-16,13,12.44
NOT009262,STU01165,MAT0015,3,EXAMEN,16.48,3,2023-05-17,12,49.44
NOT009263,STU01165,MAT0006,3,TP,13.83,2,2023-04-15,12,27.66
NOT009264,STU01165,MAT0005,2,CC,9.7,3,2024-05-16,12,29.099998
NOT009265,STU01165,MAT0034,3,CC,9.2,2,2024-05-17,12,18.4
NOT009266,STU01165,MAT0005,4,PROJET,14.02,1,2023-05-16,12,14.02
NOT009267,STU01165,MAT0023,2,CC,11.26,2,2024-05-17,12,22.52
NOT009268,STU01165,MAT0029,2,TP,6.22,3,2023-04-16,12,18.66
NOT009269,STU01165,MAT0019,4,EXAMEN,17.36,2,2023-05-17,12,34.72
NOT009270,STU01165,MAT0018,1,PROJET,10.7,1,2024-04-16,12,10.7
NOT009271,STU01166,MAT0019,2,CC,16.49,3,2024-04-15,13,49.47
NOT009272,STU01166,MAT0018,3,EXAMEN,15.84,2,2023-05-17,13,31.68
NOT009273,STU01166,MAT0021,1,EXAMEN,9.0,2,2024-04-15,13,18.0
NOT009274,STU01166,MAT0029,4,CC,15.1,2,2023-05-16,13,30.2
NOT009275,STU01166,MAT0018,3,TP,10.05,3,2024-05-17,13,30.150002
NOT009276,STU01166,MAT0005,3,TP,6.4,2,2023-04-16,13,12.8
NOT009277,STU01166,MAT0035,1,CC,10.73,1,2023-05-17,13,10.73
NOT009278,STU01167,MAT0019,3,EXAMEN,13.19,2,2023-05-17,12,26.38
NOT009279,STU01167,MAT0009,3,EXAMEN,10.61,3,2024-04-16,12,31.829998
NOT009280,STU01167,MAT0007,2,PROJET,11.08,1,2023-05-16,12,11.08
NOT009281,STU01167,MAT0023,2,EXAMEN,15.43,2,2023-04-15,12,30.86
NOT009282,STU01167,MAT0035,1,CC,12.32,2,2024-04-15,12,24.64
NOT009283,STU01167,MAT0008,1,EXAMEN,9.47,1,2023-05-16,12,9.47
NOT009284,STU01168,MAT0032,4,EXAMEN,14.11,3,2023-05-16,13,42.329998
NOT009285,STU01168,MAT0005,4,TP,12.59,1,2024-05-16,13,12.59
NOT009286,STU01168,MAT0022,3,TP,4.44,2,2023-04-16,13,8.88
NOT009287,STU01168,MAT0033,3,TP,13.29,3,2024-04-16,13,39.87
NOT009288,STU01168,MAT0021,4,TP,13.18,2,2023-05-17,13,26.36
NOT009289,STU01168,MAT0034,4,PROJET,12.06,2,2023-05-17,13,24.12
NOT009290,STU01168,MAT0028,3,TP,14.68,2,2024-04-15,13,29.36
NOT009291,STU01168,MAT0030,2,TP,9.98,3,2023-05-16,13,29.939999
NOT009292,STU01168,MAT0022,2,EXAMEN,13.01,1,2023-04-15,13,13.01
NOT009293,STU01169,MAT0029,4,EXAMEN,7.3,3,2023-04-16,12,21.900002
NOT009294,STU01169,MAT0034,4,TP,13.22,3,2023-04-16,12,39.66
NOT009295,STU01169,MAT0001,4,EXAMEN,17.86,1,2023-04-15,12,17.86
NOT009296,STU01169,MAT0005,1,EXAMEN,9.02,2,2023-05-17,12,18.04
NOT009297,STU01169,MAT0002,4,EXAMEN,9.72,3,2024-04-16,12,29.16
NOT009298,STU01169,MAT0016,4,EXAMEN,9.87,2,2024-05-17,12,19.74
NOT009299,STU01169,MAT0026,2,PROJET,12.39,2,2023-05-17,12,24.78
NOT009300,STU01170,MAT0025,2,CC,8.81,2,2024-04-16,13,17.62
NOT009301,STU01170,MAT0001,3,PROJET,13.26,2,2024-04-16,13,26.52
NOT009302,STU01170,MAT0021,4,CC,14.54,1,2024-05-17,13,14.54
NOT009303,STU01170,MAT0011,3,PROJET,13.6,2,2024-04-15,13,27.2
NOT009304,STU01170,MAT0031,4,EXAMEN,6.69,1,2023-05-17,13,6.69
NOT009305,STU01170,MAT0034,4,TP,14.99,1,2023-04-15,13,14.99
NOT009306,STU01170,MAT0029,3,CC,14.81,1,2024-04-15,13,14.81
NOT009307,STU01171,MAT0032,3,TP,14.49,2,2023-04-16,12,28.98
NOT009308,STU01171,MAT0001,4,CC,13.12,1,2024-05-17,12,13.12
NOT009309,STU01171,MAT0028,3,TP,12.66,2,2024-04-16,12,25.32
NOT009310,STU01171,MAT0005,3,TP,15.1,1,2024-04-16,12,15.1
NOT009311,STU01171,MAT0033,1,TP,17.77,1,2023-04-15,12,17.77
NOT009312,STU01171,MAT0022,3,CC,9.14,2,2023-04-16,12,18.28
NOT009313,STU01171,MAT0006,3,PROJET,15.23,2,2023-05-17,12,30.46
NOT009314,STU01171,MAT0012,1,PROJET,11.74,1,2024-05-17,12,11.74
NOT009315,STU01172,MAT0007,3,PROJET,11.61,2,2024-04-16,13,23.22
NOT009316,STU01172,MAT0006,3,PROJET,7.39,2,2023-04-15,13,14.78
NOT009317,STU01172,MAT0016,1,CC,11.15,1,2023-04-16,13,11.15
NOT009318,STU01172,MAT0005,2,TP,9.01,2,2024-04-15,13,18.02
NOT009319,STU01172,MAT0022,4,TP,10.61,2,2024-05-17,13,21.22
NOT009320,STU01172,MAT0028,4,PROJET,8.71,2,2023-05-17,13,17.42
NOT009321,STU01172,MAT0004,4,EXAMEN,10.65,1,2023-04-16,13,10.65
NOT009322,STU01173,MAT0034,1,CC,10.78,2,2024-04-16,12,21.56
NOT009323,STU01173,MAT0003,4,PROJET,12.29,3,2024-04-15,12,36.87
NOT009324,STU01173,MAT0002,4,PROJET,7.16,2,2023-05-16,12,14.32
NOT009325,STU01173,MAT0024,1,CC,7.66,3,2024-04-15,12,22.98
NOT009326,STU01173,MAT0005,1,EXAMEN,13.09,2,2023-04-16,12,26.18
NOT009327,STU01173,MAT0010,4,TP,9.61,1,2023-04-15,12,9.61
NOT009328,STU01174,MAT0026,2,EXAMEN,15.22,2,2024-04-16,13,30.44
NOT009329,STU01174,MAT0010,2,PROJET,12.68,2,2024-05-17,13,25.36
NOT009330,STU01174,MAT0034,1,PROJET,13.82,2,2024-05-17,13,27.64
NOT009331,STU01174,MAT0007,1,EXAMEN,16.23,3,2023-05-17,13,48.69
NOT009332,STU01174,MAT0004,2,CC,11.07,1,2023-05-17,13,11.07
NOT009333,STU01174,MAT0015,3,EXAMEN,10.28,3,2024-04-16,13,30.84
NOT009334,STU01174,MAT0010,1,CC,14.62,2,2024-05-16,13,29.24
NOT009335,STU01174,MAT0002,2,TP,13.53,2,2024-04-16,13,27.06
NOT009336,STU01174,MAT0032,2,EXAMEN,11.44,3,2024-05-17,13,34.32
NOT009337,STU01174,MAT0006,3,TP,16.17,3,2024-04-15,13,48.510002
NOT009338,STU01175,MAT0009,4,PROJET,11.36,3,2023-05-17,12,34.079998
NOT009339,STU01175,MAT0006,1,TP,12.1,2,2024-04-16,12,24.2
NOT009340,STU01175,MAT0017,2,PROJET,12.06,1,2024-05-17,12,12.06
NOT009341,STU01175,MAT0031,2,TP,9.2,2,2023-04-16,12,18.4
NOT009342,STU01175,MAT0016,4,PROJET,12.23,1,2023-05-16,12,12.23
NOT009343,STU01175,MAT0010,4,EXAMEN,16.19,1,2024-04-16,12,16.19
NOT009344,STU01175,MAT0035,1,CC,13.33,3,2024-04-15,12,39.989998
NOT009345,STU01175,MAT0028,3,TP,12.09,2,2023-04-15,12,24.18
NOT009346,STU01175,MAT0014,2,EXAMEN,11.51,3,2023-05-17,12,34.53
NOT009347,STU01175,MAT0016,3,TP,12.99,3,2024-05-16,12,38.97
NOT009348,STU01176,MAT0012,4,EXAMEN,14.25,2,2023-04-15,13,28.5
NOT009349,STU01176,MAT0001,3,PROJET,13.83,2,2023-05-16,13,27.66
NOT009350,STU01176,MAT0022,3,TP,11.0,2,2023-05-17,13,22.0
NOT009351,STU01176,MAT0023,3,PROJET,12.97,2,2023-05-16,13,25.94
NOT009352,STU01176,MAT0002,4,PROJET,13.44,2,2023-04-15,13,26.88
NOT009353,STU01176,MAT0012,4,EXAMEN,8.98,2,2024-05-16,13,17.96
NOT009354,STU01176,MAT0011,4,CC,12.5,3,2023-04-16,13,37.5
NOT009355,STU01177,MAT0004,4,PROJET,5.52,3,2023-04-16,12,16.56
NOT009356,STU01177,MAT0018,1,TP,13.45,2,2024-04-16,12,26.9
NOT009357,STU01177,MAT0032,4,PROJET,13.98,2,2023-05-16,12,27.96
NOT009358,STU01177,MAT0008,4,PROJET,14.24,2,2023-04-15,12,28.48
NOT009359,STU01177,MAT0002,4,CC,10.81,2,2024-04-15,12,21.62
NOT009360,STU01177,MAT0029,4,CC,12.93,2,2023-05-17,12,25.86
NOT009361,STU01177,MAT0011,2,TP,16.27,3,2023-04-16,12,48.81
NOT009362,STU01178,MAT0026,2,CC,16.24,2,2024-05-17,13,32.48
NOT009363,STU01178,MAT0017,3,EXAMEN,11.91,2,2023-05-16,13,23.82
NOT009364,STU01178,MAT0018,3,TP,12.42,2,2023-04-15,13,24.84
NOT009365,STU01178,MAT0033,4,EXAMEN,15.33,3,2023-05-16,13,45.989998
NOT009366,STU01178,MAT0018,3,CC,7.5,2,2023-04-16,13,15.0
NOT009367,STU01178,MAT0023,4,EXAMEN,11.03,1,2024-05-17,13,11.03
NOT009368,STU01178,MAT0023,4,TP,16.01,1,2023-04-15,13,16.01
NOT009369,STU01178,MAT0023,2,TP,14.93,2,2023-05-17,13,29.86
NOT009370,STU01179,MAT0024,1,PROJET,13.11,2,2023-05-16,12,26.22
NOT009371,STU01179,MAT0012,2,EXAMEN,7.48,3,2023-05-16,12,22.44
NOT009372,STU01179,MAT0023,4,EXAMEN,11.85,3,2024-04-16,12,35.550003
NOT009373,STU01179,MAT0022,2,PROJET,10.23,1,2023-04-15,12,10.23
NOT009374,STU01179,MAT0021,3,PROJET,12.99,1,2024-04-16,12,12.99
NOT009375,STU01179,MAT0023,1,TP,9.57,2,2023-04-15,12,19.14
NOT009376,STU01179,MAT0026,4,CC,8.92,3,2023-04-16,12,26.76
NOT009377,STU01179,MAT0018,4,TP,5.81,2,2023-05-16,12,11.62
NOT009378,STU01180,MAT0027,3,EXAMEN,15.67,2,2023-04-16,13,31.34
NOT009379,STU01180,MAT0019,1,PROJET,10.8,3,2024-05-16,13,32.4
NOT009380,STU01180,MAT0022,4,EXAMEN,12.47,2,2024-05-16,13,24.94
NOT009381,STU01180,MAT0030,2,CC,11.99,2,2024-04-16,13,23.98
NOT009382,STU01180,MAT0018,1,EXAMEN,8.8,2,2023-05-16,13,17.6
NOT009383,STU01180,MAT0023,4,CC,8.22,1,2024-04-16,13,8.22
NOT009384,STU01180,MAT0023,2,TP,8.98,2,2024-05-16,13,17.96
NOT009385,STU01180,MAT0026,2,PROJET,9.83,3,2023-04-16,13,29.49
NOT009386,STU01180,MAT0012,2,CC,13.1,1,2023-04-15,13,13.1
NOT009387,STU01180,MAT0005,4,CC,9.61,2,2023-05-17,13,19.22
NOT009388,STU01181,MAT0007,1,PROJET,17.24,2,2023-04-15,12,34.48
NOT009389,STU01181,MAT0024,2,TP,15.08,2,2023-05-16,12,30.16
NOT009390,STU01181,MAT0026,3,TP,14.43,2,2024-05-17,12,28.86
NOT009391,STU01181,MAT0014,3,CC,11.64,2,2023-04-15,12,23.28
NOT009392,STU01181,MAT0023,1,CC,16.54,2,2024-04-16,12,33.08
NOT009393,STU01181,MAT0001,4,PROJET,11.35,2,2023-04-16,12,22.7
NOT009394,STU01181,MAT0020,4,PROJET,11.91,3,2023-05-16,12,35.73
NOT009395,STU01181,MAT0015,1,CC,12.51,3,2023-04-15,12,37.53
NOT009396,STU01181,MAT0034,1,TP,14.11,2,2024-04-15,12,28.22
NOT009397,STU01181,MAT0006,2,TP,13.91,2,2023-04-16,12,27.82
NOT009398,STU01182,MAT0030,1,EXAMEN,10.57,2,2023-05-17,13,21.14
NOT009399,STU01182,MAT0024,1,PROJET,10.4,3,2023-04-16,13,31.199999
NOT009400,STU01182,MAT0014,2,CC,13.92,2,2024-05-16,13,27.84
NOT009401,STU01182,MAT0030,2,CC,14.15,3,2023-04-16,13,42.449997
NOT009402,STU01182,MAT0030,2,EXAMEN,10.82,1,2023-05-17,13,10.82
NOT009403,STU01182,MAT0001,2,TP,7.24,2,2024-04-16,13,14.48
NOT009404,STU01182,MAT0005,2,CC,11.38,3,2023-04-15,13,34.14
NOT009405,STU01183,MAT0025,2,TP,13.87,2,2024-04-15,12,27.74
NOT009406,STU01183,MAT0003,1,PROJET,17.42,2,2023-05-16,12,34.84
NOT009407,STU01183,MAT0028,2,CC,8.41,2,2024-05-16,12,16.82
NOT009408,STU01183,MAT0031,4,CC,10.72,3,2023-05-16,12,32.16
NOT009409,STU01183,MAT0004,1,TP,10.83,1,2023-05-17,12,10.83
NOT009410,STU01183,MAT0022,4,CC,16.07,1,2023-04-15,12,16.07
NOT009411,STU01184,MAT0030,1,PROJET,11.9,1,2023-04-16,13,11.9
NOT009412,STU01184,MAT0026,1,PROJET,9.28,2,2024-04-16,13,18.56
NOT009413,STU01184,MAT0013,2,EXAMEN,13.68,3,2024-04-16,13,41.04
NOT009414,STU01184,MAT0035,1,CC,10.79,2,2023-05-17,13,21.58
NOT009415,STU01184,MAT0021,4,EXAMEN,8.33,1,2023-05-16,13,8.33
NOT009416,STU01184,MAT0016,3,EXAMEN,9.32,2,2023-05-16,13,18.64
NOT009417,STU01185,MAT0034,4,PROJET,17.2,2,2024-05-16,12,34.4
NOT009418,STU01185,MAT0005,1,CC,13.15,3,2024-05-16,12,39.449997
NOT009419,STU01185,MAT0020,2,TP,12.32,2,2023-04-15,12,24.64
NOT009420,STU01185,MAT0019,1,CC,11.25,1,2024-05-17,12,11.25
NOT009421,STU01185,MAT0008,4,TP,12.88,2,2024-05-16,12,25.76
NOT009422,STU01185,MAT0004,2,EXAMEN,12.84,2,2024-05-16,12,25.68
NOT009423,STU01186,MAT0034,3,TP,12.88,1,2023-04-16,13,12.88
NOT009424,STU01186,MAT0034,2,CC,12.34,3,2024-04-16,13,37.02
NOT009425,STU01186,MAT0035,2,TP,14.61,2,2023-04-15,13,29.22
NOT009426,STU01186,MAT0011,3,EXAMEN,12.07,1,2024-04-16,13,12.07
NOT009427,STU01186,MAT0001,1,CC,9.07,3,2024-05-17,13,27.21
NOT009428,STU01186,MAT0034,1,CC,10.16,2,2023-05-17,13,20.32
NOT009429,STU01186,MAT0032,1,EXAMEN,6.06,1,2023-05-17,13,6.06
NOT009430,STU01186,MAT0007,2,CC,18.08,2,2024-05-16,13,36.16
NOT009431,STU01187,MAT0014,4,CC,14.59,2,2024-05-17,12,29.18
NOT009432,STU01187,MAT0011,2,TP,9.51,2,2023-05-17,12,19.02
NOT009433,STU01187,MAT0035,3,PROJET,11.15,2,2023-05-16,12,22.3
NOT009434,STU01187,MAT0016,4,CC,10.09,3,2023-04-15,12,30.27
NOT009435,STU01187,MAT0004,1,TP,16.63,2,2023-05-16,12,33.26
NOT009436,STU01187,MAT0004,4,EXAMEN,7.74,2,2023-04-16,12,15.48
NOT009437,STU01188,MAT0011,1,EXAMEN,12.34,1,2024-04-16,13,12.34
NOT009438,STU01188,MAT0024,4,PROJET,11.67,2,2024-04-16,13,23.34
NOT009439,STU01188,MAT0031,4,PROJET,14.48,2,2024-05-17,13,28.96
NOT009440,STU01188,MAT0005,1,EXAMEN,11.69,1,2023-05-16,13,11.69
NOT009441,STU01188,MAT0004,1,PROJET,6.73,2,2024-05-16,13,13.46
NOT009442,STU01188,MAT0007,1,PROJET,11.25,1,2024-05-16,13,11.25
NOT009443,STU01188,MAT0008,4,TP,9.08,2,2024-05-17,13,18.16
NOT009444,STU01189,MAT0002,3,PROJET,12.24,1,2024-05-17,12,12.24
NOT009445,STU01189,MAT0019,4,CC,16.3,3,2023-04-15,12,48.899998
NOT009446,STU01189,MAT0012,2,TP,6.78,2,2023-04-15,12,13.56
NOT009447,STU01189,MAT0020,3,CC,9.6,1,2024-05-16,12,9.6
NOT009448,STU01189,MAT0006,3,EXAMEN,10.34,3,2023-04-16,12,31.02
NOT009449,STU01189,MAT0027,2,CC,10.86,3,2023-05-16,12,32.579998
NOT009450,STU01189,MAT0025,1,CC,14.22,3,2024-04-15,12,42.66
NOT009451,STU01190,MAT0033,3,PROJET,11.48,1,2024-04-15,13,11.48
NOT009452,STU01190,MAT0003,3,CC,13.25,1,2024-05-17,13,13.25
NOT009453,STU01190,MAT0004,4,CC,10.12,1,2023-05-17,13,10.12
NOT009454,STU01190,MAT0006,1,CC,12.69,1,2024-05-17,13,12.69
NOT009455,STU01190,MAT0027,4,PROJET,14.33,3,2024-04-16,13,42.989998
NOT009456,STU01190,MAT0008,3,TP,9.8,2,2023-04-15,13,19.6
NOT009457,STU01190,MAT0014,4,CC,14.34,2,2024-04-16,13,28.68
NOT009458,STU01191,MAT0016,3,EXAMEN,12.16,3,2024-04-16,12,36.48
NOT009459,STU01191,MAT0012,4,TP,15.14,1,2023-05-17,12,15.14
NOT009460,STU01191,MAT0032,3,PROJET,11.4,1,2023-05-16,12,11.4
NOT009461,STU01191,MAT0015,4,CC,13.14,1,2023-05-17,12,13.14
NOT009462,STU01191,MAT0032,3,TP,11.88,1,2023-04-15,12,11.88
NOT009463,STU01191,MAT0003,3,TP,11.71,1,2023-04-16,12,11.71
NOT009464,STU01191,MAT0002,2,EXAMEN,12.78,1,2024-05-16,12,12.78
NOT009465,STU01191,MAT0003,4,TP,13.61,3,2024-05-16,12,40.829998
NOT009466,STU01191,MAT0021,1,EXAMEN,8.25,3,2023-05-16,12,24.75
NOT009467,STU01191,MAT0017,2,CC,16.3,3,2024-04-16,12,48.899998
NOT009468,STU01192,MAT0027,3,CC,6.42,2,2023-05-16,13,12.84
NOT009469,STU01192,MAT0010,2,TP,9.95,1,2024-04-15,13,9.95
NOT009470,STU01192,MAT0014,2,CC,11.72,2,2023-04-15,13,23.44
NOT009471,STU01192,MAT0017,1,CC,13.24,1,2023-05-17,13,13.24
NOT009472,STU01192,MAT0028,4,CC,16.73,3,2023-04-16,13,50.19
NOT009473,STU01192,MAT0014,1,TP,6.43,2,2023-05-16,13,12.86
NOT009474,STU01192,MAT0001,4,EXAMEN,10.48,3,2023-05-16,13,31.439999
NOT009475,STU01192,MAT0022,3,PROJET,5.62,2,2023-04-15,13,11.24
NOT009476,STU01192,MAT0007,1,TP,12.09,2,2024-04-16,13,24.18
NOT009477,STU01192,MAT0022,4,PROJET,12.82,3,2024-05-16,13,38.46
NOT009478,STU01193,MAT0008,2,EXAMEN,16.77,2,2024-04-15,12,33.54
NOT009479,STU01193,MAT0027,2,TP,12.36,1,2024-04-15,12,12.36
NOT009480,STU01193,MAT0032,1,CC,15.13,2,2024-05-17,12,30.26
NOT009481,STU01193,MAT0008,1,TP,13.75,3,2023-04-15,12,41.25
NOT009482,STU01193,MAT0003,1,TP,10.69,2,2024-05-17,12,21.38
NOT009483,STU01193,MAT0032,4,TP,7.77,3,2024-05-17,12,23.31
NOT009484,STU01193,MAT0030,2,PROJET,12.83,1,2024-04-16,12,12.83
NOT009485,STU01193,MAT0021,4,EXAMEN,7.52,1,2024-04-15,12,7.52
NOT009486,STU01194,MAT0032,1,PROJET,15.89,1,2024-05-16,13,15.89
NOT009487,STU01194,MAT0007,2,PROJET,11.51,3,2023-04-15,13,34.53
NOT009488,STU01194,MAT0009,3,CC,15.59,1,2023-05-16,13,15.59
NOT009489,STU01194,MAT0011,2,PROJET,10.56,1,2024-05-17,13,10.56
NOT009490,STU01194,MAT0010,3,PROJET,12.81,1,2024-05-16,13,12.81
NOT009491,STU01194,MAT0025,2,CC,12.63,2,2024-04-16,13,25.26
NOT009492,STU01195,MAT0012,3,TP,11.86,1,2024-04-16,12,11.86
NOT009493,STU01195,MAT0019,2,PROJET,10.7,3,2023-05-17,12,32.1
NOT009494,STU01195,MAT0005,1,PROJET,13.18,3,2024-04-15,12,39.54
NOT009495,STU01195,MAT0035,3,EXAMEN,9.22,3,2024-04-16,12,27.66
NOT009496,STU01195,MAT0015,2,TP,8.37,2,2023-05-17,12,16.74
NOT009497,STU01195,MAT0034,2,CC,15.73,2,2024-05-17,12,31.46
NOT009498,STU01195,MAT0035,3,EXAMEN,14.18,2,2023-05-17,12,28.36
NOT009499,STU01196,MAT0009,3,EXAMEN,12.2,2,2023-05-17,13,24.4
NOT009500,STU01196,MAT0012,4,EXAMEN,17.0,2,2023-05-17,13,34.0
NOT009501,STU01196,MAT0025,2,CC,11.2,3,2024-05-16,13,33.6
NOT009502,STU01196,MAT0016,2,PROJET,15.97,2,2024-05-17,13,31.94
NOT009503,STU01196,MAT0023,4,CC,12.53,3,2024-04-15,13,37.59
NOT009504,STU01196,MAT0005,3,EXAMEN,8.93,1,2024-05-16,13,8.93
NOT009505,STU01196,MAT0028,1,PROJET,17.54,2,2024-04-16,13,35.08
NOT009506,STU01196,MAT0019,2,CC,14.97,3,2024-04-16,13,44.91
NOT009507,STU01196,MAT0010,4,PROJET,11.64,2,2024-04-15,13,23.28
NOT009508,STU01197,MAT0032,4,PROJET,14.18,1,2023-05-16,12,14.18
NOT009509,STU01197,MAT0002,1,TP,10.79,1,2023-04-15,12,10.79
NOT009510,STU01197,MAT0008,2,CC,14.49,2,2023-04-16,12,28.98
NOT009511,STU01197,MAT0016,1,TP,4.83,3,2024-04-15,12,14.49
NOT009512,STU01197,MAT0005,4,TP,8.94,2,2024-04-15,12,17.88
NOT009513,STU01197,MAT0028,4,CC,14.94,3,2023-04-16,12,44.82
NOT009514,STU01197,MAT0035,3,TP,11.25,2,2024-04-15,12,22.5
NOT009515,STU01197,MAT0004,1,CC,12.62,1,2024-05-16,12,12.62
NOT009516,STU01198,MAT0035,4,PROJET,7.96,3,2024-05-17,13,23.880001
NOT009517,STU01198,MAT0016,4,TP,17.54,2,2023-05-16,13,35.08
NOT009518,STU01198,MAT0003,4,PROJET,15.57,3,2024-04-15,13,46.71
NOT009519,STU01198,MAT0007,1,TP,11.4,2,2024-05-17,13,22.8
NOT009520,STU01198,MAT0035,4,EXAMEN,10.79,2,2023-05-17,13,21.58
NOT009521,STU01198,MAT0018,3,CC,15.09,3,2024-04-15,13,45.27
NOT009522,STU01198,MAT0025,4,PROJET,17.95,2,2024-04-16,13,35.9
NOT009523,STU01198,MAT0027,4,PROJET,14.86,1,2024-04-15,13,14.86
NOT009524,STU01198,MAT0027,1,CC,18.52,1,2023-05-17,13,18.52
NOT009525,STU01198,MAT0024,2,CC,9.23,2,2023-05-17,13,18.46
NOT009526,STU01199,MAT0010,4,TP,9.54,2,2024-04-15,12,19.08
NOT009527,STU01199,MAT0006,1,EXAMEN,8.43,3,2023-05-16,12,25.29
NOT009528,STU01199,MAT0027,3,CC,13.33,2,2023-04-16,12,26.66
NOT009529,STU01199,MAT0026,3,CC,12.53,2,2024-04-15,12,25.06
NOT009530,STU01199,MAT0030,1,TP,11.54,2,2023-04-16,12,23.08
NOT009531,STU01199,MAT0032,3,CC,14.43,1,2024-04-15,12,14.43
NOT009532,STU01199,MAT0009,4,TP,15.7,2,2024-04-15,12,31.4
NOT009533,STU01199,MAT0018,3,EXAMEN,7.42,3,2023-04-16,12,22.26
NOT009534,STU01200,MAT0003,1,TP,10.21,1,2023-04-15,13,10.21
NOT009535,STU01200,MAT0025,4,TP,14.46,3,2023-04-15,13,43.38
NOT009536,STU01200,MAT0011,1,PROJET,10.6,2,2024-05-16,13,21.2
NOT009537,STU01200,MAT0034,4,CC,9.61,2,2024-05-17,13,19.22
NOT009538,STU01200,MAT0004,1,CC,15.06,2,2024-05-16,13,30.12
NOT009539,STU01200,MAT0002,1,PROJET,8.13,2,2023-05-16,13,16.26
NOT009540,STU01201,MAT0009,3,CC,11.1,2,2023-05-17,18,22.2
NOT009541,STU01201,MAT0025,3,PROJET,12.99,2,2023-04-16,18,25.98
NOT009542,STU01201,MAT0030,3,TP,10.28,3,2024-04-16,18,30.84
NOT009543,STU01201,MAT0004,2,EXAMEN,14.35,2,2023-05-16,18,28.7
NOT009544,STU01201,MAT0001,2,PROJET,10.29,3,2024-04-16,18,30.869999
NOT009545,STU01201,MAT0007,2,CC,16.23,2,2024-05-17,18,32.46
NOT009546,STU01201,MAT0030,2,CC,11.62,1,2024-04-15,18,11.62
NOT009547,STU01201,MAT0024,3,CC,14.01,3,2023-04-16,18,42.03
NOT009548,STU01202,MAT0026,1,EXAMEN,14.24,2,2024-05-17,19,28.48
NOT009549,STU01202,MAT0005,1,PROJET,10.12,1,2023-04-16,19,10.12
NOT009550,STU01202,MAT0030,2,TP,5.84,1,2024-04-15,19,5.84
NOT009551,STU01202,MAT0024,1,CC,13.08,1,2023-04-15,19,13.08
NOT009552,STU01202,MAT0014,3,EXAMEN,12.22,2,2024-05-17,19,24.44
NOT009553,STU01202,MAT0031,3,CC,13.67,2,2023-05-17,19,27.34
NOT009554,STU01202,MAT0009,3,CC,11.32,2,2024-05-17,19,22.64
NOT009555,STU01202,MAT0020,2,EXAMEN,10.71,2,2024-05-16,19,21.42
NOT009556,STU01203,MAT0006,2,CC,18.03,3,2024-05-16,18,54.090004
NOT009557,STU01203,MAT0016,2,PROJET,7.58,1,2024-05-17,18,7.58
NOT009558,STU01203,MAT0014,2,TP,14.2,1,2023-04-16,18,14.2
NOT009559,STU01203,MAT0015,2,PROJET,10.28,2,2024-04-16,18,20.56
NOT009560,STU01203,MAT0016,3,TP,10.99,3,2023-04-16,18,32.97
NOT009561,STU01203,MAT0013,4,TP,11.05,3,2023-04-16,18,33.15
NOT009562,STU01204,MAT0015,4,TP,9.59,2,2024-04-15,19,19.18
NOT009563,STU01204,MAT0014,3,CC,13.71,2,2023-05-16,19,27.42
NOT009564,STU01204,MAT0002,1,CC,16.17,2,2023-04-15,19,32.34
NOT009565,STU01204,MAT0011,4,TP,13.41,1,2024-05-17,19,13.41
NOT009566,STU01204,MAT0002,3,PROJET,12.31,2,2024-05-16,19,24.62
